leg_idx,registration,orig_registration,assigned_registration,tail_swap,is_ground_activity,ident,aircraft_type,body_type,origin,destination,orig_scheduled_out,orig_scheduled_in,shift_min,new_scheduled_out,new_scheduled_in
2677,A6-EUX,A6-EUX,A6-EUX,False,False,UAE703,A388,WB,DXB,MRU,2026-07-11T06:35:00+00:00,2026-07-11T13:10:00+00:00,0,2026-07-11T06:35:00+00:00,2026-07-11T13:10:00+00:00
2678,A6-EUX,A6-EUX,A6-EUX,False,False,UAE704,A388,WB,MRU,DXB,2026-07-11T17:50:00+00:00,2026-07-12T00:25:00+00:00,0,2026-07-11T17:50:00+00:00,2026-07-12T00:25:00+00:00
2679,A6-EUX,A6-EUX,A6-EUX,False,False,UAE39,A388,WB,DXB,BHX,2026-07-12T03:45:00+00:00,2026-07-12T11:30:00+00:00,-15,2026-07-12T03:30:00+00:00,2026-07-12T11:15:00+00:00
2680,A6-EUX,A6-EUX,A6-EUX,False,False,UAE40,A388,WB,BHX,DXB,2026-07-12T13:35:00+00:00,2026-07-12T20:55:00+00:00,-15,2026-07-12T13:20:00+00:00,2026-07-12T20:40:00+00:00
2681,A6-EUY,A6-EUY,A6-EUY,False,False,UAE55,A388,WB,DXB,DUS,2026-07-12T04:30:00+00:00,2026-07-12T11:25:00+00:00,0,2026-07-12T04:30:00+00:00,2026-07-12T11:25:00+00:00
2682,A6-EUY,A6-EUY,A6-EUY,False,False,UAE56,A388,WB,DUS,DXB,2026-07-12T13:25:00+00:00,2026-07-12T20:10:00+00:00,0,2026-07-12T13:25:00+00:00,2026-07-12T20:10:00+00:00
2683,A6-EVA,A6-EVA,A6-EVA,False,False,UAE151,A388,WB,DXB,CPH,2026-07-08T04:20:00+00:00,2026-07-08T11:15:00+00:00,0,2026-07-08T04:20:00+00:00,2026-07-08T11:15:00+00:00
2684,A6-EVA,A6-EVA,A6-EVA,False,False,UAE152,A388,WB,CPH,DXB,2026-07-08T13:15:00+00:00,2026-07-08T19:45:00+00:00,0,2026-07-08T13:15:00+00:00,2026-07-08T19:45:00+00:00
2685,A6-EVA,A6-EVA,A6-EVA,False,True,*EVA,A388,WB,DXB,DXB,2026-07-08T21:15:00+00:00,2026-07-12T05:35:00+00:00,0,2026-07-08T21:15:00+00:00,2026-07-12T05:35:00+00:00
2686,A6-EVA,A6-EVA,A6-EVA,False,False,UAE703,A388,WB,DXB,MRU,2026-07-12T06:35:00+00:00,2026-07-12T13:10:00+00:00,0,2026-07-12T06:35:00+00:00,2026-07-12T13:10:00+00:00
2687,A6-EVA,A6-EVA,A6-EVA,False,False,UAE704,A388,WB,MRU,DXB,2026-07-12T17:50:00+00:00,2026-07-13T00:25:00+00:00,0,2026-07-12T17:50:00+00:00,2026-07-13T00:25:00+00:00
2688,A6-EVB,A6-EVB,A6-EVB,False,False,UAE55,A388,WB,DXB,DUS,2026-07-06T04:30:00+00:00,2026-07-06T11:25:00+00:00,0,2026-07-06T04:30:00+00:00,2026-07-06T11:25:00+00:00
2689,A6-EVB,A6-EVB,A6-EVB,False,False,UAE56,A388,WB,DUS,DXB,2026-07-06T13:25:00+00:00,2026-07-06T20:10:00+00:00,0,2026-07-06T13:25:00+00:00,2026-07-06T20:10:00+00:00
2690,A6-EVB,A6-EVB,A6-EVB,False,False,UAE368,A388,WB,DXB,DPS,2026-07-06T23:10:00+00:00,2026-07-07T08:35:00+00:00,0,2026-07-06T23:10:00+00:00,2026-07-07T08:35:00+00:00
2691,A6-EVB,A6-EVB,A6-EVB,False,False,UAE369,A388,WB,DPS,DXB,2026-07-07T11:45:00+00:00,2026-07-07T20:45:00+00:00,0,2026-07-07T11:45:00+00:00,2026-07-07T20:45:00+00:00
2692,A6-EVB,A6-EVB,A6-EVB,False,False,UAE55,A388,WB,DXB,DUS,2026-07-08T04:30:00+00:00,2026-07-08T11:25:00+00:00,-60,2026-07-08T03:30:00+00:00,2026-07-08T10:25:00+00:00
2693,A6-EVB,A6-EVB,A6-EVB,False,False,UAE56,A388,WB,DUS,DXB,2026-07-08T13:25:00+00:00,2026-07-08T20:10:00+00:00,-60,2026-07-08T12:25:00+00:00,2026-07-08T19:10:00+00:00
2694,A6-EVB,A6-EVB,A6-EVB,False,False,UAE368,A388,WB,DXB,DPS,2026-07-08T23:10:00+00:00,2026-07-09T08:35:00+00:00,-20,2026-07-08T22:50:00+00:00,2026-07-09T08:15:00+00:00
2695,A6-EVB,A6-EVB,A6-EVB,False,False,UAE369,A388,WB,DPS,DXB,2026-07-09T11:45:00+00:00,2026-07-09T20:45:00+00:00,-20,2026-07-09T11:25:00+00:00,2026-07-09T20:25:00+00:00
2696,A6-EVB,A6-EVB,A6-EVB,False,False,UAE368,A388,WB,DXB,DPS,2026-07-09T23:10:00+00:00,2026-07-10T08:35:00+00:00,-5,2026-07-09T23:05:00+00:00,2026-07-10T08:30:00+00:00
2697,A6-EVB,A6-EVB,A6-EVB,False,False,UAE369,A388,WB,DPS,DXB,2026-07-10T11:45:00+00:00,2026-07-10T20:45:00+00:00,-5,2026-07-10T11:40:00+00:00,2026-07-10T20:40:00+00:00
2698,A6-EVB,A6-EVB,A6-EVB,False,False,UAE368,A388,WB,DXB,DPS,2026-07-10T23:10:00+00:00,2026-07-11T08:35:00+00:00,0,2026-07-10T23:10:00+00:00,2026-07-11T08:35:00+00:00
2699,A6-EVB,A6-EVB,A6-EVB,False,False,UAE369,A388,WB,DPS,DXB,2026-07-11T11:45:00+00:00,2026-07-11T20:45:00+00:00,0,2026-07-11T11:45:00+00:00,2026-07-11T20:45:00+00:00
2700,A6-EVC,A6-EVC,A6-EVC,False,False,UAE434,A388,WB,DXB,BNE,2026-07-07T06:35:00+00:00,2026-07-07T20:25:00+00:00,0,2026-07-07T06:35:00+00:00,2026-07-07T20:25:00+00:00
2701,A6-EVC,A6-EVC,A6-EVC,False,False,UAE435,A388,WB,BNE,DXB,2026-07-08T11:00:00+00:00,2026-07-09T01:20:00+00:00,0,2026-07-08T11:00:00+00:00,2026-07-09T01:20:00+00:00
2702,A6-EVC,A6-EVC,A6-EVC,False,False,UAE406,A388,WB,DXB,MEL,2026-07-09T06:05:00+00:00,2026-07-09T19:30:00+00:00,0,2026-07-09T06:05:00+00:00,2026-07-09T19:30:00+00:00
2703,A6-EVC,A6-EVC,A6-EVC,False,False,UAE407,A388,WB,MEL,DXB,2026-07-10T11:15:00+00:00,2026-07-11T01:15:00+00:00,0,2026-07-10T11:15:00+00:00,2026-07-11T01:15:00+00:00
2704,A6-EVC,A6-EVC,A6-EVC,False,True,*EVC,A388,WB,DXB,DXB,2026-07-11T02:45:00+00:00,2026-07-12T19:55:00+00:00,0,2026-07-11T02:45:00+00:00,2026-07-12T19:55:00+00:00
2705,A6-EVD,A6-EVD,A6-EVD,False,False,UAE225,A388,WB,DXB,SFO,2026-07-06T04:25:00+00:00,2026-07-06T21:00:00+00:00,-60,2026-07-06T03:25:00+00:00,2026-07-06T20:00:00+00:00
2706,A6-EVD,A6-EVD,A6-EVD,False,False,UAE226,A388,WB,SFO,DXB,2026-07-07T00:05:00+00:00,2026-07-07T16:20:00+00:00,-60,2026-07-06T23:05:00+00:00,2026-07-07T15:20:00+00:00
2707,A6-EVD,A6-EVD,A6-EVD,False,False,UAE318,A388,WB,DXB,NRT,2026-07-07T22:40:00+00:00,2026-07-08T08:35:00+00:00,0,2026-07-07T22:40:00+00:00,2026-07-08T08:35:00+00:00
2708,A6-EVD,A6-EVD,A6-EVD,False,False,UAE319,A388,WB,NRT,DXB,2026-07-08T13:30:00+00:00,2026-07-09T00:05:00+00:00,0,2026-07-08T13:30:00+00:00,2026-07-09T00:05:00+00:00
2709,A6-EVD,A6-EVD,A6-EVD,False,False,UAE448,A388,WB,DXB,AKL,2026-07-09T06:15:00+00:00,2026-07-09T22:05:00+00:00,60,2026-07-09T07:15:00+00:00,2026-07-09T23:05:00+00:00
2710,A6-EVD,A6-EVD,A6-EVD,False,False,UAE449,A388,WB,AKL,DXB,2026-07-10T08:30:00+00:00,2026-07-11T01:35:00+00:00,60,2026-07-10T09:30:00+00:00,2026-07-11T02:35:00+00:00
2711,A6-EVD,A6-EVD,A6-EVD,False,False,UAE211,A388,WB,DXB,IAH,2026-07-11T05:30:00+00:00,2026-07-11T21:50:00+00:00,0,2026-07-11T05:30:00+00:00,2026-07-11T21:50:00+00:00
2712,A6-EVD,A6-EVD,A6-EVD,False,False,UAE212,A388,WB,IAH,DXB,2026-07-12T00:35:00+00:00,2026-07-12T16:00:00+00:00,0,2026-07-12T00:35:00+00:00,2026-07-12T16:00:00+00:00
2713,A6-EVD,A6-EVD,A6-EVD,False,False,UAE500,A388,WB,DXB,BOM,2026-07-12T17:40:00+00:00,2026-07-12T20:55:00+00:00,0,2026-07-12T17:40:00+00:00,2026-07-12T20:55:00+00:00
2714,A6-EVD,A6-EVD,A6-EVD,False,False,UAE501,A388,WB,BOM,DXB,2026-07-12T22:55:00+00:00,2026-07-13T02:00:00+00:00,0,2026-07-12T22:55:00+00:00,2026-07-13T02:00:00+00:00
2715,A6-EVE,A6-EVE,A6-EVE,False,False,UAE406,A388,WB,DXB,MEL,2026-07-06T06:05:00+00:00,2026-07-06T19:30:00+00:00,0,2026-07-06T06:05:00+00:00,2026-07-06T19:30:00+00:00
2716,A6-EVE,A6-EVE,A6-EVE,False,False,UAE407,A388,WB,MEL,DXB,2026-07-07T11:15:00+00:00,2026-07-08T01:15:00+00:00,0,2026-07-07T11:15:00+00:00,2026-07-08T01:15:00+00:00
2717,A6-EVE,A6-EVE,A6-EVE,False,False,UAE406,A388,WB,DXB,MEL,2026-07-08T06:05:00+00:00,2026-07-08T19:30:00+00:00,0,2026-07-08T06:05:00+00:00,2026-07-08T19:30:00+00:00
2718,A6-EVE,A6-EVE,A6-EVE,False,False,UAE407,A388,WB,MEL,DXB,2026-07-09T11:15:00+00:00,2026-07-10T01:15:00+00:00,0,2026-07-09T11:15:00+00:00,2026-07-10T01:15:00+00:00
2719,A6-EVE,A6-EVE,A6-EVE,False,True,*EVE,A388,WB,DXB,DXB,2026-07-10T02:45:00+00:00,2026-07-11T05:10:00+00:00,0,2026-07-10T02:45:00+00:00,2026-07-11T05:10:00+00:00
2720,A6-EVE,A6-EVE,A6-EVE,False,False,UAE412,A388,WB,DXB,SYD,2026-07-11T06:10:00+00:00,2026-07-11T20:05:00+00:00,0,2026-07-11T06:10:00+00:00,2026-07-11T20:05:00+00:00
2721,A6-EVE,A6-EVE,A6-EVE,False,False,UAE412,A388,WB,SYD,CHC,2026-07-11T21:50:00+00:00,2026-07-12T00:55:00+00:00,0,2026-07-11T21:50:00+00:00,2026-07-12T00:55:00+00:00
2722,A6-EVE,A6-EVE,A6-EVE,False,False,UAE413,A388,WB,CHC,SYD,2026-07-12T05:20:00+00:00,2026-07-12T08:40:00+00:00,0,2026-07-12T05:20:00+00:00,2026-07-12T08:40:00+00:00
2723,A6-EVE,A6-EVE,A6-EVE,False,False,UAE413,A388,WB,SYD,DXB,2026-07-12T10:45:00+00:00,2026-07-13T01:15:00+00:00,0,2026-07-12T10:45:00+00:00,2026-07-13T01:15:00+00:00
2724,A6-EVF,A6-EVF,A6-EVF,False,False,UAE262,B38M,NB,GRU,DXB,2026-07-06T04:05:00+00:00,2026-07-06T19:05:00+00:00,60,2026-07-06T05:05:00+00:00,2026-07-06T20:05:00+00:00
2725,A6-EVF,A6-EVF,A6-EVF,False,False,UAE412,B38M,NB,DXB,SYD,2026-07-07T06:10:00+00:00,2026-07-07T20:05:00+00:00,0,2026-07-07T06:10:00+00:00,2026-07-07T20:05:00+00:00
2726,A6-EVF,A6-EVF,A6-EVF,False,False,UAE412,B38M,NB,SYD,CHC,2026-07-07T21:50:00+00:00,2026-07-08T00:55:00+00:00,0,2026-07-07T21:50:00+00:00,2026-07-08T00:55:00+00:00
2727,A6-EVF,A6-EVF,A6-EVF,False,False,UAE413,B38M,NB,CHC,SYD,2026-07-08T05:20:00+00:00,2026-07-08T08:40:00+00:00,0,2026-07-08T05:20:00+00:00,2026-07-08T08:40:00+00:00
2728,A6-EVF,A6-EVF,A6-EVF,False,False,UAE413,B38M,NB,SYD,DXB,2026-07-08T10:45:00+00:00,2026-07-09T01:15:00+00:00,0,2026-07-08T10:45:00+00:00,2026-07-09T01:15:00+00:00
2729,A6-EVF,A6-EVF,A6-EVF,False,False,UAE151,B38M,NB,DXB,CPH,2026-07-09T04:20:00+00:00,2026-07-09T11:15:00+00:00,-5,2026-07-09T04:15:00+00:00,2026-07-09T11:10:00+00:00
2730,A6-EVF,A6-EVF,A6-EVF,False,False,UAE152,B38M,NB,CPH,DXB,2026-07-09T13:15:00+00:00,2026-07-09T20:15:00+00:00,-5,2026-07-09T13:10:00+00:00,2026-07-09T20:10:00+00:00
2731,A6-EVF,A6-EVF,A6-EVF,False,False,UAE7,B38M,NB,DXB,LHR,2026-07-09T22:30:00+00:00,2026-07-10T06:05:00+00:00,0,2026-07-09T22:30:00+00:00,2026-07-10T06:05:00+00:00
2732,A6-EVF,A6-EVF,A6-EVF,False,False,UAE8,B38M,NB,LHR,DXB,2026-07-10T08:05:00+00:00,2026-07-10T15:15:00+00:00,0,2026-07-10T08:05:00+00:00,2026-07-10T15:15:00+00:00
2733,A6-EVF,A6-EVF,A6-EVF,False,False,UAE500,B38M,NB,DXB,BOM,2026-07-10T17:40:00+00:00,2026-07-10T20:55:00+00:00,0,2026-07-10T17:40:00+00:00,2026-07-10T20:55:00+00:00
2734,A6-EVF,A6-EVF,A6-EVF,False,False,UAE501,B38M,NB,BOM,DXB,2026-07-10T22:55:00+00:00,2026-07-11T02:00:00+00:00,0,2026-07-10T22:55:00+00:00,2026-07-11T02:00:00+00:00
2735,A6-EVF,A6-EVF,A6-EVF,False,False,UAE127,B38M,NB,DXB,VIE,2026-07-11T04:55:00+00:00,2026-07-11T10:55:00+00:00,0,2026-07-11T04:55:00+00:00,2026-07-11T10:55:00+00:00
2736,A6-EVF,A6-EVF,A6-EVF,False,False,UAE128,B38M,NB,VIE,DXB,2026-07-11T13:35:00+00:00,2026-07-11T19:25:00+00:00,0,2026-07-11T13:35:00+00:00,2026-07-11T19:25:00+00:00
2737,A6-EVF,A6-EVF,A6-EVF,False,False,UAE1,B38M,NB,DXB,LHR,2026-07-12T03:45:00+00:00,2026-07-12T11:25:00+00:00,0,2026-07-12T03:45:00+00:00,2026-07-12T11:25:00+00:00
2738,A6-EVF,A6-EVF,A6-EVF,False,False,UAE2,B38M,NB,LHR,DXB,2026-07-12T13:20:00+00:00,2026-07-12T20:35:00+00:00,0,2026-07-12T13:20:00+00:00,2026-07-12T20:35:00+00:00
2739,A6-EVF,A6-EVF,A6-EVF,False,False,UAE203,B38M,NB,DXB,JFK,2026-07-12T22:35:00+00:00,2026-07-13T12:50:00+00:00,0,2026-07-12T22:35:00+00:00,2026-07-13T12:50:00+00:00
2740,A6-EVG,A6-EVG,A6-EVG,False,False,UAE151,A388,WB,DXB,CPH,2026-07-06T04:20:00+00:00,2026-07-06T11:15:00+00:00,-5,2026-07-06T04:15:00+00:00,2026-07-06T11:10:00+00:00
2741,A6-EVG,A6-EVG,A6-EVG,False,False,UAE152,A388,WB,CPH,DXB,2026-07-06T13:15:00+00:00,2026-07-06T19:45:00+00:00,-5,2026-07-06T13:10:00+00:00,2026-07-06T19:40:00+00:00
2742,A6-EVG,A6-EVG,A6-EVG,False,False,UAE203,A388,WB,DXB,JFK,2026-07-06T22:35:00+00:00,2026-07-07T12:50:00+00:00,-5,2026-07-06T22:30:00+00:00,2026-07-07T12:45:00+00:00
2743,A6-EVG,A6-EVG,A6-EVG,False,False,UAE204,A388,WB,JFK,DXB,2026-07-07T15:20:00+00:00,2026-07-08T04:25:00+00:00,-5,2026-07-07T15:15:00+00:00,2026-07-08T04:20:00+00:00
2744,A6-EVG,A6-EVG,A6-EVG,False,False,UAE448,A388,WB,DXB,AKL,2026-07-08T06:15:00+00:00,2026-07-08T22:05:00+00:00,60,2026-07-08T07:15:00+00:00,2026-07-08T23:05:00+00:00
2745,A6-EVG,A6-EVG,A6-EVG,False,False,UAE449,A388,WB,AKL,DXB,2026-07-09T08:30:00+00:00,2026-07-10T01:35:00+00:00,60,2026-07-09T09:30:00+00:00,2026-07-10T02:35:00+00:00
2746,A6-EVG,A6-EVG,A6-EVG,False,False,UAE372,A388,WB,DXB,BKK,2026-07-10T05:40:00+00:00,2026-07-10T12:25:00+00:00,0,2026-07-10T05:40:00+00:00,2026-07-10T12:25:00+00:00
2747,A6-EVG,A6-EVG,A6-EVG,False,False,UAE373,A388,WB,BKK,DXB,2026-07-10T14:35:00+00:00,2026-07-10T20:50:00+00:00,0,2026-07-10T14:35:00+00:00,2026-07-10T20:50:00+00:00
2748,A6-EVG,A6-EVG,A6-EVG,False,False,UAE1,A388,WB,DXB,LHR,2026-07-11T03:45:00+00:00,2026-07-11T11:25:00+00:00,-30,2026-07-11T03:15:00+00:00,2026-07-11T10:55:00+00:00
2749,A6-EVG,A6-EVG,A6-EVG,False,False,UAE2,A388,WB,LHR,DXB,2026-07-11T13:25:00+00:00,2026-07-11T20:35:00+00:00,-30,2026-07-11T12:55:00+00:00,2026-07-11T20:05:00+00:00
2750,A6-EVG,A6-EVG,A6-EVG,False,False,UAE211,A388,WB,DXB,IAH,2026-07-12T05:30:00+00:00,2026-07-12T21:50:00+00:00,-45,2026-07-12T04:45:00+00:00,2026-07-12T21:05:00+00:00
2751,A6-EDN,A6-EVH,A6-EDN,True,False,UAE204,A388,WB,JFK,DXB,2026-07-06T15:20:00+00:00,2026-07-07T04:25:00+00:00,5,2026-07-06T15:25:00+00:00,2026-07-07T04:30:00+00:00
2752,A6-EVH,A6-EVH,A6-EVH,False,False,UAE91,A388,WB,DXB,MXP,2026-07-07T11:35:00+00:00,2026-07-07T18:15:00+00:00,0,2026-07-07T11:35:00+00:00,2026-07-07T18:15:00+00:00
2753,A6-EVH,A6-EVH,A6-EVH,False,False,UAE92,A388,WB,MXP,DXB,2026-07-07T20:15:00+00:00,2026-07-08T02:20:00+00:00,0,2026-07-07T20:15:00+00:00,2026-07-08T02:20:00+00:00
2754,A6-EVH,A6-EVH,A6-EVH,False,False,UAE927,A388,WB,DXB,CAI,2026-07-08T04:15:00+00:00,2026-07-08T08:05:00+00:00,0,2026-07-08T04:15:00+00:00,2026-07-08T08:05:00+00:00
2755,A6-EVH,A6-EVH,A6-EVH,False,False,UAE928,A388,WB,CAI,DXB,2026-07-08T10:10:00+00:00,2026-07-08T13:30:00+00:00,0,2026-07-08T10:10:00+00:00,2026-07-08T13:30:00+00:00
2756,A6-EVH,A6-EVH,A6-EVH,False,True,*EVH,A388,WB,DXB,DXB,2026-07-08T15:00:00+00:00,2026-07-10T09:15:00+00:00,0,2026-07-08T15:00:00+00:00,2026-07-10T09:15:00+00:00
2757,A6-EVH,A6-EVH,A6-EVH,False,False,UAE3,A388,WB,DXB,LHR,2026-07-10T10:15:00+00:00,2026-07-10T17:40:00+00:00,0,2026-07-10T10:15:00+00:00,2026-07-10T17:40:00+00:00
2758,A6-EVH,A6-EVH,A6-EVH,False,False,UAE4,A388,WB,LHR,DXB,2026-07-10T19:40:00+00:00,2026-07-11T02:50:00+00:00,0,2026-07-10T19:40:00+00:00,2026-07-11T02:50:00+00:00
2759,A6-EVH,A6-EVH,A6-EVH,False,False,UAE261,A388,WB,DXB,GRU,2026-07-11T05:05:00+00:00,2026-07-11T20:15:00+00:00,0,2026-07-11T05:05:00+00:00,2026-07-11T20:15:00+00:00
2760,A6-EVH,A6-EVH,A6-EVH,False,False,UAE262,A388,WB,GRU,DXB,2026-07-12T04:05:00+00:00,2026-07-12T19:00:00+00:00,0,2026-07-12T04:05:00+00:00,2026-07-12T19:00:00+00:00
2761,A6-EVH,A6-EVH,A6-EVH,False,False,UAE414,A388,WB,DXB,SYD,2026-07-12T22:15:00+00:00,2026-07-13T12:05:00+00:00,25,2026-07-12T22:40:00+00:00,2026-07-13T12:30:00+00:00
2762,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE261,A388,WB,DXB,GRU,2026-07-06T04:30:00+00:00,2026-07-06T20:15:00+00:00,0,2026-07-06T04:30:00+00:00,2026-07-06T20:15:00+00:00
2763,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE262,A388,WB,GRU,DXB,2026-07-07T04:05:00+00:00,2026-07-07T19:05:00+00:00,0,2026-07-07T04:05:00+00:00,2026-07-07T19:05:00+00:00
2764,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE225,A388,WB,DXB,SFO,2026-07-08T04:25:00+00:00,2026-07-08T21:00:00+00:00,0,2026-07-08T04:25:00+00:00,2026-07-08T21:00:00+00:00
2765,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE226,A388,WB,SFO,DXB,2026-07-09T00:05:00+00:00,2026-07-09T16:20:00+00:00,0,2026-07-09T00:05:00+00:00,2026-07-09T16:20:00+00:00
2766,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE318,A388,WB,DXB,NRT,2026-07-09T22:40:00+00:00,2026-07-10T08:35:00+00:00,-5,2026-07-09T22:35:00+00:00,2026-07-10T08:30:00+00:00
2767,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE319,A388,WB,NRT,DXB,2026-07-10T13:30:00+00:00,2026-07-11T00:05:00+00:00,-5,2026-07-10T13:25:00+00:00,2026-07-11T00:00:00+00:00
2768,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE215,A388,WB,DXB,LAX,2026-07-11T04:20:00+00:00,2026-07-11T21:15:00+00:00,20,2026-07-11T04:40:00+00:00,2026-07-11T21:35:00+00:00
2769,A6-EVJ,A6-EVJ,A6-EVJ,False,False,UAE216,A388,WB,LAX,DXB,2026-07-11T23:40:00+00:00,2026-07-12T16:00:00+00:00,20,2026-07-12T00:00:00+00:00,2026-07-12T16:20:00+00:00
2770,A6-EVK,A6-EVK,A6-EVK,False,False,UAE568,A388,WB,DXB,BLR,2026-07-06T17:15:00+00:00,2026-07-06T21:20:00+00:00,20,2026-07-06T17:35:00+00:00,2026-07-06T21:40:00+00:00
2771,A6-EVK,A6-EVK,A6-EVK,False,False,UAE569,A388,WB,BLR,DXB,2026-07-06T23:15:00+00:00,2026-07-07T03:05:00+00:00,20,2026-07-06T23:35:00+00:00,2026-07-07T03:25:00+00:00
2772,A6-EVK,A6-EVK,A6-EVK,False,False,UAE372,A388,WB,DXB,BKK,2026-07-07T05:40:00+00:00,2026-07-07T12:25:00+00:00,0,2026-07-07T05:40:00+00:00,2026-07-07T12:25:00+00:00
2773,A6-EVK,A6-EVK,A6-EVK,False,False,UAE373,A388,WB,BKK,DXB,2026-07-07T14:35:00+00:00,2026-07-07T20:50:00+00:00,0,2026-07-07T14:35:00+00:00,2026-07-07T20:50:00+00:00
2774,A6-EVK,A6-EVK,A6-EVK,False,False,UAE215,A388,WB,DXB,LAX,2026-07-08T04:10:00+00:00,2026-07-08T21:15:00+00:00,0,2026-07-08T04:10:00+00:00,2026-07-08T21:15:00+00:00
2775,A6-EVK,A6-EVK,A6-EVK,False,False,UAE216,A388,WB,LAX,DXB,2026-07-08T23:40:00+00:00,2026-07-09T16:00:00+00:00,0,2026-07-08T23:40:00+00:00,2026-07-09T16:00:00+00:00
2776,A6-EVK,A6-EVK,A6-EVK,False,False,UAE5,A388,WB,DXB,LHR,2026-07-10T11:45:00+00:00,2026-07-10T19:15:00+00:00,-5,2026-07-10T11:40:00+00:00,2026-07-10T19:10:00+00:00
2777,A6-EVK,A6-EVK,A6-EVK,False,False,UAE6,A388,WB,LHR,DXB,2026-07-10T21:15:00+00:00,2026-07-11T04:25:00+00:00,-5,2026-07-10T21:10:00+00:00,2026-07-11T04:20:00+00:00
2778,A6-EVK,A6-EVK,A6-EVK,False,False,UAE434,A388,WB,DXB,BNE,2026-07-11T06:35:00+00:00,2026-07-11T20:25:00+00:00,0,2026-07-11T06:35:00+00:00,2026-07-11T20:25:00+00:00
2779,A6-EVK,A6-EVK,A6-EVK,False,False,UAE435,A388,WB,BNE,DXB,2026-07-12T11:00:00+00:00,2026-07-13T01:20:00+00:00,0,2026-07-12T11:00:00+00:00,2026-07-13T01:20:00+00:00
2780,A6-EVL,A6-EVL,A6-EVL,False,False,UAE318,A388,WB,DXB,NRT,2026-07-06T22:40:00+00:00,2026-07-07T08:35:00+00:00,-35,2026-07-06T22:05:00+00:00,2026-07-07T08:00:00+00:00
2781,A6-EVL,A6-EVL,A6-EVL,False,False,UAE319,A388,WB,NRT,DXB,2026-07-07T13:30:00+00:00,2026-07-08T00:05:00+00:00,-35,2026-07-07T12:55:00+00:00,2026-07-07T23:30:00+00:00
2782,A6-EVL,A6-EVL,A6-EVL,False,False,UAE261,A388,WB,DXB,GRU,2026-07-08T04:30:00+00:00,2026-07-08T20:15:00+00:00,0,2026-07-08T04:30:00+00:00,2026-07-08T20:15:00+00:00
2783,A6-EVL,A6-EVL,A6-EVL,False,False,UAE262,A388,WB,GRU,DXB,2026-07-09T04:05:00+00:00,2026-07-09T19:05:00+00:00,0,2026-07-09T04:05:00+00:00,2026-07-09T19:05:00+00:00
2784,A6-EVL,A6-EVL,A6-EVL,False,False,UAE225,A388,WB,DXB,SFO,2026-07-10T04:25:00+00:00,2026-07-10T21:00:00+00:00,15,2026-07-10T04:40:00+00:00,2026-07-10T21:15:00+00:00
2785,A6-EVL,A6-EVL,A6-EVL,False,False,UAE226,A388,WB,SFO,DXB,2026-07-11T00:05:00+00:00,2026-07-11T16:20:00+00:00,15,2026-07-11T00:20:00+00:00,2026-07-11T16:35:00+00:00
2786,A6-EVL,A6-EVL,A6-EVL,False,False,UAE414,A388,WB,DXB,SYD,2026-07-11T22:15:00+00:00,2026-07-12T12:05:00+00:00,0,2026-07-11T22:15:00+00:00,2026-07-12T12:05:00+00:00
2787,A6-EVL,A6-EVL,A6-EVL,False,False,UAE415,A388,WB,SYD,DXB,2026-07-12T20:00:00+00:00,2026-07-13T10:10:00+00:00,0,2026-07-12T20:00:00+00:00,2026-07-13T10:10:00+00:00
2788,A6-EVM,A6-EVM,A6-EVM,False,False,UAE4,A388,WB,LHR,DXB,2026-07-07T19:40:00+00:00,2026-07-08T02:50:00+00:00,-20,2026-07-07T19:20:00+00:00,2026-07-08T02:30:00+00:00
2789,A6-EVM,A6-EVM,A6-EVM,False,True,*EVM,A388,WB,DXB,DXB,2026-07-08T04:20:00+00:00,2026-07-12T19:55:00+00:00,0,2026-07-08T04:20:00+00:00,2026-07-12T19:55:00+00:00
2790,A6-EVN,A6-EVN,A6-EVN,False,False,UAE211,A388,WB,DXB,IAH,2026-07-06T05:15:00+00:00,2026-07-06T21:50:00+00:00,0,2026-07-06T05:15:00+00:00,2026-07-06T21:50:00+00:00
2791,A6-EVN,A6-EVN,A6-EVN,False,False,UAE212,A388,WB,IAH,DXB,2026-07-07T00:35:00+00:00,2026-07-07T16:00:00+00:00,0,2026-07-07T00:35:00+00:00,2026-07-07T16:00:00+00:00
2792,A6-EVN,A6-EVN,A6-EVN,False,False,UAE414,A388,WB,DXB,SYD,2026-07-07T22:15:00+00:00,2026-07-08T12:05:00+00:00,-20,2026-07-07T21:55:00+00:00,2026-07-08T11:45:00+00:00
2793,A6-EVN,A6-EVN,A6-EVN,False,False,UAE415,A388,WB,SYD,DXB,2026-07-08T20:00:00+00:00,2026-07-09T10:10:00+00:00,-20,2026-07-08T19:40:00+00:00,2026-07-09T09:50:00+00:00
2794,A6-EVN,A6-EVN,A6-EVN,False,False,UAE500,A388,WB,DXB,BOM,2026-07-09T17:40:00+00:00,2026-07-09T20:55:00+00:00,40,2026-07-09T18:20:00+00:00,2026-07-09T21:35:00+00:00
