leg_idx,registration,orig_registration,assigned_registration,tail_swap,is_ground_activity,ident,aircraft_type,body_type,origin,destination,orig_scheduled_out,orig_scheduled_in,shift_min,new_scheduled_out,new_scheduled_in
644,A6-EET,A6-EET,A6-EET,False,False,UAE50,A388,WB,MUC,DXB,2026-07-10T13:40:00+00:00,2026-07-10T19:50:00+00:00,-15,2026-07-10T13:25:00+00:00,2026-07-10T19:35:00+00:00
645,A6-EET,A6-EET,A6-EET,False,False,UAE322,A388,WB,DXB,ICN,2026-07-10T23:40:00+00:00,2026-07-11T08:00:00+00:00,60,2026-07-11T00:40:00+00:00,2026-07-11T09:00:00+00:00
646,A6-EET,A6-EET,A6-EET,False,False,UAE323,A388,WB,ICN,DXB,2026-07-11T14:55:00+00:00,2026-07-12T00:25:00+00:00,60,2026-07-11T15:55:00+00:00,2026-07-12T01:25:00+00:00
647,A6-EET,A6-EET,A6-EET,False,False,UAE342,A388,WB,DXB,KUL,2026-07-12T06:25:00+00:00,2026-07-12T13:50:00+00:00,0,2026-07-12T06:25:00+00:00,2026-07-12T13:50:00+00:00
648,A6-EET,A6-EET,A6-EET,False,False,UAE343,A388,WB,KUL,DXB,2026-07-12T18:15:00+00:00,2026-07-13T01:05:00+00:00,0,2026-07-12T18:15:00+00:00,2026-07-13T01:05:00+00:00
649,A6-EEY,A6-EEY,A6-EEY,False,False,UAE801,A388,WB,DXB,JED,2026-07-06T20:10:00+00:00,2026-07-06T23:05:00+00:00,0,2026-07-06T20:10:00+00:00,2026-07-06T23:05:00+00:00
650,A6-EEY,A6-EEY,A6-EEY,False,False,UAE802,A388,WB,JED,DXB,2026-07-07T01:05:00+00:00,2026-07-07T03:55:00+00:00,0,2026-07-07T01:05:00+00:00,2026-07-07T03:55:00+00:00
651,A6-EVO,A6-EEY,A6-EVO,True,False,UAE123,A388,WB,DXB,IST,2026-07-07T06:25:00+00:00,2026-07-07T11:25:00+00:00,0,2026-07-07T06:25:00+00:00,2026-07-07T11:25:00+00:00
652,A6-EVO,A6-EEY,A6-EVO,True,False,UAE124,A388,WB,IST,DXB,2026-07-07T13:25:00+00:00,2026-07-07T18:00:00+00:00,0,2026-07-07T13:25:00+00:00,2026-07-07T18:00:00+00:00
653,A6-EUT,A6-EEY,A6-EUT,True,False,UAE302,A388,WB,DXB,PVG,2026-07-07T22:50:00+00:00,2026-07-08T07:30:00+00:00,0,2026-07-07T22:50:00+00:00,2026-07-08T07:30:00+00:00
654,A6-EUT,A6-EEY,A6-EUT,True,False,UAE303,A388,WB,PVG,DXB,2026-07-08T16:05:00+00:00,2026-07-09T00:45:00+00:00,0,2026-07-08T16:05:00+00:00,2026-07-09T00:45:00+00:00
655,A6-EUA,A6-EEY,A6-EUA,True,False,UAE147,A388,WB,DXB,AMS,2026-07-09T03:50:00+00:00,2026-07-09T11:15:00+00:00,25,2026-07-09T04:15:00+00:00,2026-07-09T11:40:00+00:00
656,A6-EUA,A6-EEY,A6-EUA,True,False,UAE148,A388,WB,AMS,DXB,2026-07-09T13:25:00+00:00,2026-07-09T20:40:00+00:00,25,2026-07-09T13:50:00+00:00,2026-07-09T21:05:00+00:00
657,A6-EEY,A6-EEY,A6-EEY,False,False,UAE701,A388,WB,DXB,MRU,2026-07-09T22:50:00+00:00,2026-07-10T05:25:00+00:00,0,2026-07-09T22:50:00+00:00,2026-07-10T05:25:00+00:00
658,A6-EEY,A6-EEY,A6-EEY,False,False,UAE702,A388,WB,MRU,DXB,2026-07-10T12:15:00+00:00,2026-07-10T18:50:00+00:00,0,2026-07-10T12:15:00+00:00,2026-07-10T18:50:00+00:00
659,A6-EEY,A6-EEY,A6-EEY,False,True,*EEY,A388,WB,DXB,DXB,2026-07-10T20:20:00+00:00,2026-07-11T16:05:00+00:00,0,2026-07-10T20:20:00+00:00,2026-07-11T16:05:00+00:00
660,A6-EEY,A6-EEY,A6-EEY,False,False,UAE303,A388,WB,PVG,DXB,2026-07-11T16:05:00+00:00,2026-07-12T00:45:00+00:00,0,2026-07-11T16:05:00+00:00,2026-07-12T00:45:00+00:00
661,A6-EEY,A6-EEY,A6-EEY,False,True,*EEY,A388,WB,DXB,DXB,2026-07-12T04:05:21+00:00,2026-07-12T06:50:26+00:00,0,2026-07-12T04:05:21+00:00,2026-07-12T06:50:26+00:00
662,A6-EEY,A6-EEY,A6-EEY,False,True,*EEY,A388,WB,DXB,DXB,2026-07-12T07:28:57+00:00,2026-07-12T19:55:00+00:00,0,2026-07-12T07:28:57+00:00,2026-07-12T19:55:00+00:00
663,A6-EEY,A6-EEY,A6-EEY,False,False,UAE384,A388,WB,DXB,BKK,2026-07-12T22:50:00+00:00,2026-07-13T05:30:00+00:00,-5,2026-07-12T22:45:00+00:00,2026-07-13T05:25:00+00:00
664,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE73,A388,WB,DXB,CDG,2026-07-06T04:20:00+00:00,2026-07-06T11:35:00+00:00,0,2026-07-06T04:20:00+00:00,2026-07-06T11:35:00+00:00
665,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE74,A388,WB,CDG,DXB,2026-07-06T13:35:00+00:00,2026-07-06T20:30:00+00:00,0,2026-07-06T13:35:00+00:00,2026-07-06T20:30:00+00:00
666,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE703,A388,WB,DXB,MRU,2026-07-07T06:35:00+00:00,2026-07-07T13:10:00+00:00,0,2026-07-07T06:35:00+00:00,2026-07-07T13:10:00+00:00
667,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE704,A388,WB,MRU,DXB,2026-07-07T17:50:00+00:00,2026-07-08T00:25:00+00:00,0,2026-07-07T17:50:00+00:00,2026-07-08T00:25:00+00:00
668,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE703,A388,WB,DXB,MRU,2026-07-08T06:35:00+00:00,2026-07-08T13:10:00+00:00,0,2026-07-08T06:35:00+00:00,2026-07-08T13:10:00+00:00
669,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE704,A388,WB,MRU,DXB,2026-07-08T17:50:00+00:00,2026-07-09T00:25:00+00:00,0,2026-07-08T17:50:00+00:00,2026-07-09T00:25:00+00:00
670,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE73,A388,WB,DXB,CDG,2026-07-09T04:20:00+00:00,2026-07-09T11:35:00+00:00,10,2026-07-09T04:30:00+00:00,2026-07-09T11:45:00+00:00
671,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE74,A388,WB,CDG,DXB,2026-07-09T13:35:00+00:00,2026-07-09T20:55:00+00:00,10,2026-07-09T13:45:00+00:00,2026-07-09T21:05:00+00:00
672,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE71,A388,WB,DXB,CDG,2026-07-10T00:00:00+00:00,2026-07-10T07:20:00+00:00,0,2026-07-10T00:00:00+00:00,2026-07-10T07:20:00+00:00
673,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE72,A388,WB,CDG,DXB,2026-07-10T09:20:00+00:00,2026-07-10T16:20:00+00:00,0,2026-07-10T09:20:00+00:00,2026-07-10T16:20:00+00:00
674,A6-EEZ,A6-EEZ,A6-EEZ,False,True,*EEZ,A388,WB,DXB,DXB,2026-07-10T17:50:00+00:00,2026-07-12T10:45:00+00:00,0,2026-07-10T17:50:00+00:00,2026-07-12T10:45:00+00:00
675,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE803,A388,WB,DXB,JED,2026-07-12T11:45:00+00:00,2026-07-12T14:45:00+00:00,0,2026-07-12T11:45:00+00:00,2026-07-12T14:45:00+00:00
676,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE804,A388,WB,JED,DXB,2026-07-12T17:10:00+00:00,2026-07-12T20:10:00+00:00,0,2026-07-12T17:10:00+00:00,2026-07-12T20:10:00+00:00
677,A6-EEZ,A6-EEZ,A6-EEZ,False,False,UAE376,A388,WB,DXB,BKK,2026-07-12T23:50:00+00:00,2026-07-13T06:30:00+00:00,0,2026-07-12T23:50:00+00:00,2026-07-13T06:30:00+00:00
678,A6-EGA,A6-EGA,A6-EGA,False,False,UAE135,B77W,WB,DXB,VCE,2026-07-06T05:05:00+00:00,2026-07-06T11:30:00+00:00,10,2026-07-06T05:15:00+00:00,2026-07-06T11:40:00+00:00
679,A6-EGA,A6-EGA,A6-EGA,False,False,UAE136,B77W,WB,VCE,DXB,2026-07-06T13:35:00+00:00,2026-07-06T19:30:00+00:00,10,2026-07-06T13:45:00+00:00,2026-07-06T19:40:00+00:00
680,A6-EGA,A6-EGA,A6-EGA,False,False,UAE332,B77W,WB,DXB,MNL,2026-07-06T23:10:00+00:00,2026-07-07T08:15:00+00:00,0,2026-07-06T23:10:00+00:00,2026-07-07T08:15:00+00:00
681,A6-EGA,A6-EGA,A6-EGA,False,False,UAE333,B77W,WB,MNL,DXB,2026-07-07T10:15:00+00:00,2026-07-07T19:00:00+00:00,0,2026-07-07T10:15:00+00:00,2026-07-07T19:00:00+00:00
682,A6-EGA,A6-EGA,A6-EGA,False,False,UAE530,B77W,WB,DXB,COK,2026-07-07T23:20:00+00:00,2026-07-08T03:25:00+00:00,0,2026-07-07T23:20:00+00:00,2026-07-08T03:25:00+00:00
683,A6-EGA,A6-EGA,A6-EGA,False,False,UAE531,B77W,WB,COK,DXB,2026-07-08T05:05:00+00:00,2026-07-08T08:55:00+00:00,0,2026-07-08T05:05:00+00:00,2026-07-08T08:55:00+00:00
684,A6-EGA,A6-EGA,A6-EGA,False,False,UAE953,B77W,WB,DXB,BEY,2026-07-08T10:25:00+00:00,2026-07-08T14:15:00+00:00,0,2026-07-08T10:25:00+00:00,2026-07-08T14:15:00+00:00
685,A6-EGA,A6-EGA,A6-EGA,False,False,UAE954,B77W,WB,BEY,DXB,2026-07-08T15:50:00+00:00,2026-07-08T19:50:00+00:00,0,2026-07-08T15:50:00+00:00,2026-07-08T19:50:00+00:00
686,A6-EGA,A6-EGA,A6-EGA,False,False,UAE135,B77W,WB,DXB,VCE,2026-07-09T05:05:00+00:00,2026-07-09T11:30:00+00:00,50,2026-07-09T05:55:00+00:00,2026-07-09T12:20:00+00:00
687,A6-EGA,A6-EGA,A6-EGA,False,False,UAE136,B77W,WB,VCE,DXB,2026-07-09T13:35:00+00:00,2026-07-09T19:55:00+00:00,50,2026-07-09T14:25:00+00:00,2026-07-09T20:45:00+00:00
688,A6-EGA,A6-EGA,A6-EGA,False,False,UAE348,B77W,WB,DXB,SIN,2026-07-09T22:20:00+00:00,2026-07-10T06:05:00+00:00,0,2026-07-09T22:20:00+00:00,2026-07-10T06:05:00+00:00
689,A6-EGA,A6-EGA,A6-EGA,False,False,UAE348,B77W,WB,SIN,KTI,2026-07-10T07:40:00+00:00,2026-07-10T09:40:00+00:00,0,2026-07-10T07:40:00+00:00,2026-07-10T09:40:00+00:00
690,A6-EGA,A6-EGA,A6-EGA,False,False,UAE349,B77W,WB,KTI,SIN,2026-07-10T13:45:00+00:00,2026-07-10T15:45:00+00:00,0,2026-07-10T13:45:00+00:00,2026-07-10T15:45:00+00:00
691,A6-EGA,A6-EGA,A6-EGA,False,False,UAE349,B77W,WB,SIN,DXB,2026-07-10T17:40:00+00:00,2026-07-11T00:50:00+00:00,0,2026-07-10T17:40:00+00:00,2026-07-11T00:50:00+00:00
692,A6-EGA,A6-EGA,A6-EGA,False,False,UAE783,B77W,WB,DXB,LOS,2026-07-11T06:15:00+00:00,2026-07-11T14:35:00+00:00,0,2026-07-11T06:15:00+00:00,2026-07-11T14:35:00+00:00
693,A6-EGA,A6-EGA,A6-EGA,False,False,UAE784,B77W,WB,LOS,DXB,2026-07-11T16:40:00+00:00,2026-07-12T00:45:00+00:00,0,2026-07-11T16:40:00+00:00,2026-07-12T00:45:00+00:00
694,A6-ECX,A6-EGA,A6-ECX,True,False,UAE416,B77W,WB,DXB,SYD,2026-07-12T17:40:00+00:00,2026-07-13T07:30:00+00:00,20,2026-07-12T18:00:00+00:00,2026-07-13T07:50:00+00:00
695,A6-EGB,A6-EGB,A6-EGB,False,False,UAE379,B77W,WB,HKT,DXB,2026-07-06T12:55:00+00:00,2026-07-06T19:00:00+00:00,0,2026-07-06T12:55:00+00:00,2026-07-06T19:00:00+00:00
696,A6-EGB,A6-EGB,A6-EGB,False,False,UAE532,B77W,WB,DXB,COK,2026-07-07T17:25:00+00:00,2026-07-07T21:25:00+00:00,5,2026-07-07T17:30:00+00:00,2026-07-07T21:30:00+00:00
697,A6-EGB,A6-EGB,A6-EGB,False,False,UAE533,B77W,WB,COK,DXB,2026-07-07T23:00:00+00:00,2026-07-08T02:50:00+00:00,5,2026-07-07T23:05:00+00:00,2026-07-08T02:55:00+00:00
698,A6-EGB,A6-EGB,A6-EGB,False,False,UAE135,B77W,WB,DXB,VCE,2026-07-08T05:05:00+00:00,2026-07-08T11:30:00+00:00,0,2026-07-08T05:05:00+00:00,2026-07-08T11:30:00+00:00
699,A6-EGB,A6-EGB,A6-EGB,False,False,UAE136,B77W,WB,VCE,DXB,2026-07-08T13:35:00+00:00,2026-07-08T19:30:00+00:00,0,2026-07-08T13:35:00+00:00,2026-07-08T19:30:00+00:00
700,A6-EGB,A6-EGB,A6-EGB,False,False,UAE582,B77W,WB,DXB,DAC,2026-07-08T22:00:00+00:00,2026-07-09T02:35:00+00:00,0,2026-07-08T22:00:00+00:00,2026-07-09T02:35:00+00:00
701,A6-EGB,A6-EGB,A6-EGB,False,False,UAE583,B77W,WB,DAC,DXB,2026-07-09T04:10:00+00:00,2026-07-09T09:00:00+00:00,0,2026-07-09T04:10:00+00:00,2026-07-09T09:00:00+00:00
702,A6-EGB,A6-EGB,A6-EGB,False,False,UAE721,B77W,WB,DXB,NBO,2026-07-09T11:55:00+00:00,2026-07-09T17:00:00+00:00,0,2026-07-09T11:55:00+00:00,2026-07-09T17:00:00+00:00
703,A6-EGB,A6-EGB,A6-EGB,False,False,UAE722,B77W,WB,NBO,DXB,2026-07-09T19:45:00+00:00,2026-07-10T00:50:00+00:00,0,2026-07-09T19:45:00+00:00,2026-07-10T00:50:00+00:00
704,A6-ENP,A6-EGB,A6-ENP,True,False,UAE247,B77W,WB,DXB,GIG,2026-07-10T04:05:00+00:00,2026-07-10T18:50:00+00:00,0,2026-07-10T04:05:00+00:00,2026-07-10T18:50:00+00:00
705,A6-ENP,A6-EGB,A6-ENP,True,False,UAE247,B77W,WB,GIG,EZE,2026-07-10T20:25:00+00:00,2026-07-10T23:50:00+00:00,0,2026-07-10T20:25:00+00:00,2026-07-10T23:50:00+00:00
706,A6-ENP,A6-EGB,A6-ENP,True,False,UAE248,B77W,WB,EZE,GIG,2026-07-11T01:25:00+00:00,2026-07-11T04:10:00+00:00,0,2026-07-11T01:25:00+00:00,2026-07-11T04:10:00+00:00
707,A6-ENP,A6-EGB,A6-ENP,True,False,UAE248,B77W,WB,GIG,DXB,2026-07-11T06:05:00+00:00,2026-07-11T20:30:00+00:00,0,2026-07-11T06:05:00+00:00,2026-07-11T20:30:00+00:00
708,A6-EGB,A6-EGB,A6-EGB,False,False,UAE247,B77W,WB,DXB,GIG,2026-07-12T04:05:00+00:00,2026-07-12T18:50:00+00:00,0,2026-07-12T04:05:00+00:00,2026-07-12T18:50:00+00:00
709,A6-EGB,A6-EGB,A6-EGB,False,False,UAE247,B77W,WB,GIG,EZE,2026-07-12T20:25:00+00:00,2026-07-12T23:50:00+00:00,0,2026-07-12T20:25:00+00:00,2026-07-12T23:50:00+00:00
710,A6-EGC,A6-EGC,A6-EGC,False,False,UAE344,B77W,WB,DXB,KUL,2026-07-06T17:15:00+00:00,2026-07-07T00:35:00+00:00,-20,2026-07-06T16:55:00+00:00,2026-07-07T00:15:00+00:00
711,A6-EGC,A6-EGC,A6-EGC,False,False,UAE345,B77W,WB,KUL,DXB,2026-07-07T02:20:00+00:00,2026-07-07T09:10:00+00:00,-20,2026-07-07T02:00:00+00:00,2026-07-07T08:50:00+00:00
712,A6-EGC,A6-EGC,A6-EGC,False,False,UAE721,B77W,WB,DXB,NBO,2026-07-07T11:55:00+00:00,2026-07-07T17:00:00+00:00,0,2026-07-07T11:55:00+00:00,2026-07-07T17:00:00+00:00
713,A6-EGC,A6-EGC,A6-EGC,False,False,UAE722,B77W,WB,NBO,DXB,2026-07-07T19:45:00+00:00,2026-07-08T00:50:00+00:00,0,2026-07-07T19:45:00+00:00,2026-07-08T00:50:00+00:00
714,A6-EGC,A6-EGC,A6-EGC,False,False,UAE330,B77W,WB,DXB,MNL,2026-07-08T08:20:00+00:00,2026-07-08T17:25:00+00:00,-15,2026-07-08T08:05:00+00:00,2026-07-08T17:10:00+00:00
715,A6-EGC,A6-EGC,A6-EGC,False,False,UAE331,B77W,WB,MNL,DXB,2026-07-08T19:25:00+00:00,2026-07-09T04:05:00+00:00,-15,2026-07-08T19:10:00+00:00,2026-07-09T03:50:00+00:00
716,A6-EGC,A6-EGC,A6-EGC,False,False,UAE95,B77W,WB,DXB,FCO,2026-07-09T11:30:00+00:00,2026-07-09T18:05:00+00:00,0,2026-07-09T11:30:00+00:00,2026-07-09T18:05:00+00:00
717,A6-EGC,A6-EGC,A6-EGC,False,False,UAE96,B77W,WB,FCO,DXB,2026-07-09T20:10:00+00:00,2026-07-10T01:50:00+00:00,0,2026-07-09T20:10:00+00:00,2026-07-10T01:50:00+00:00
718,A6-EGC,A6-EGC,A6-EGC,False,False,UAE179,B77W,WB,DXB,WAW,2026-07-10T03:55:00+00:00,2026-07-10T10:15:00+00:00,0,2026-07-10T03:55:00+00:00,2026-07-10T10:15:00+00:00
719,A6-EGC,A6-EGC,A6-EGC,False,False,UAE180,B77W,WB,WAW,DXB,2026-07-10T13:10:00+00:00,2026-07-10T19:20:00+00:00,0,2026-07-10T13:10:00+00:00,2026-07-10T19:20:00+00:00
720,A6-EGC,A6-EGC,A6-EGC,False,True,*EGC,B77W,WB,DXB,DXB,2026-07-10T20:50:00+00:00,2026-07-11T22:30:00+00:00,0,2026-07-10T20:50:00+00:00,2026-07-11T22:30:00+00:00
721,A6-EGC,A6-EGC,A6-EGC,False,False,UAE789,B77W,WB,DXB,ACC,2026-07-11T23:30:00+00:00,2026-07-12T07:40:00+00:00,0,2026-07-11T23:30:00+00:00,2026-07-12T07:40:00+00:00
722,A6-EGC,A6-EGC,A6-EGC,False,False,UAE790,B77W,WB,ACC,DXB,2026-07-12T10:25:00+00:00,2026-07-12T18:40:00+00:00,0,2026-07-12T10:25:00+00:00,2026-07-12T18:40:00+00:00
723,A6-EGC,A6-EGC,A6-EGC,False,False,UAE582,B77W,WB,DXB,DAC,2026-07-12T22:00:00+00:00,2026-07-13T02:35:00+00:00,0,2026-07-12T22:00:00+00:00,2026-07-13T02:35:00+00:00
724,A6-EGE,A6-EGE,A6-EGE,False,False,UAE506,B77W,WB,DXB,BOM,2026-07-06T05:30:00+00:00,2026-07-06T08:45:00+00:00,0,2026-07-06T05:30:00+00:00,2026-07-06T08:45:00+00:00
725,A6-EGE,A6-EGE,A6-EGE,False,False,UAE507,B77W,WB,BOM,DXB,2026-07-06T10:30:00+00:00,2026-07-06T13:35:00+00:00,0,2026-07-06T10:30:00+00:00,2026-07-06T13:35:00+00:00
726,A6-EQM,A6-EGE,A6-EQM,True,False,UAE57,B77W,WB,DXB,DUS,2026-07-07T10:25:00+00:00,2026-07-07T17:15:00+00:00,0,2026-07-07T10:25:00+00:00,2026-07-07T17:15:00+00:00
727,A6-EQM,A6-EGE,A6-EQM,True,False,UAE58,B77W,WB,DUS,DXB,2026-07-07T19:15:00+00:00,2026-07-08T02:00:00+00:00,0,2026-07-07T19:15:00+00:00,2026-07-08T02:00:00+00:00
728,A6-EGE,A6-EGE,A6-EGE,False,False,UAE149,B77W,WB,DXB,AMS,2026-07-08T10:35:00+00:00,2026-07-08T18:00:00+00:00,0,2026-07-08T10:35:00+00:00,2026-07-08T18:00:00+00:00
729,A6-EGE,A6-EGE,A6-EGE,False,False,UAE150,B77W,WB,AMS,DXB,2026-07-08T20:00:00+00:00,2026-07-09T02:55:00+00:00,0,2026-07-08T20:00:00+00:00,2026-07-09T02:55:00+00:00
730,A6-EGE,A6-EGE,A6-EGE,False,False,UAE111,B77W,WB,DXB,BUD,2026-07-09T05:50:00+00:00,2026-07-09T11:55:00+00:00,0,2026-07-09T05:50:00+00:00,2026-07-09T11:55:00+00:00
731,A6-EGE,A6-EGE,A6-EGE,False,False,UAE112,B77W,WB,BUD,DXB,2026-07-09T14:05:00+00:00,2026-07-09T19:40:00+00:00,0,2026-07-09T14:05:00+00:00,2026-07-09T19:40:00+00:00
732,A6-EGE,A6-EGE,A6-EGE,False,False,UAE332,B77W,WB,DXB,MNL,2026-07-09T23:10:00+00:00,2026-07-10T08:15:00+00:00,0,2026-07-09T23:10:00+00:00,2026-07-10T08:15:00+00:00
733,A6-EGE,A6-EGE,A6-EGE,False,False,UAE333,B77W,WB,MNL,DXB,2026-07-10T10:15:00+00:00,2026-07-10T19:00:00+00:00,0,2026-07-10T10:15:00+00:00,2026-07-10T19:00:00+00:00
734,A6-EGE,A6-EGE,A6-EGE,False,False,UAE348,B77W,WB,DXB,SIN,2026-07-10T22:20:00+00:00,2026-07-11T06:05:00+00:00,0,2026-07-10T22:20:00+00:00,2026-07-11T06:05:00+00:00
735,A6-EGE,A6-EGE,A6-EGE,False,False,UAE348,B77W,WB,SIN,KTI,2026-07-11T07:40:00+00:00,2026-07-11T09:40:00+00:00,0,2026-07-11T07:40:00+00:00,2026-07-11T09:40:00+00:00
736,A6-EGE,A6-EGE,A6-EGE,False,False,UAE349,B77W,WB,KTI,SIN,2026-07-11T13:45:00+00:00,2026-07-11T15:45:00+00:00,0,2026-07-11T13:45:00+00:00,2026-07-11T15:45:00+00:00
737,A6-EGE,A6-EGE,A6-EGE,False,False,UAE349,B77W,WB,SIN,DXB,2026-07-11T17:40:00+00:00,2026-07-12T00:50:00+00:00,0,2026-07-11T17:40:00+00:00,2026-07-12T00:50:00+00:00
738,A6-EGE,A6-EGE,A6-EGE,False,False,UAE775,B773,WB,DXB,DUR,2026-07-12T06:15:00+00:00,2026-07-12T14:35:00+00:00,0,2026-07-12T06:15:00+00:00,2026-07-12T14:35:00+00:00
739,A6-EGE,A6-EGE,A6-EGE,False,False,UAE776,B773,WB,DUR,DXB,2026-07-12T16:40:00+00:00,2026-07-13T01:00:00+00:00,0,2026-07-12T16:40:00+00:00,2026-07-13T01:00:00+00:00
740,A6-EGF,A6-EGF,A6-EGF,False,False,UAE333,B77W,WB,MNL,DXB,2026-07-06T10:15:00+00:00,2026-07-06T19:00:00+00:00,0,2026-07-06T10:15:00+00:00,2026-07-06T19:00:00+00:00
741,A6-EGF,A6-EGF,A6-EGF,False,True,*EGF,B77W,WB,DXB,DXB,2026-07-06T20:30:00+00:00,2026-07-09T07:20:00+00:00,0,2026-07-06T20:30:00+00:00,2026-07-09T07:20:00+00:00
742,A6-EGF,A6-EGF,A6-EGF,False,False,UAE330,B77W,WB,DXB,MNL,2026-07-09T08:20:00+00:00,2026-07-09T17:25:00+00:00,0,2026-07-09T08:20:00+00:00,2026-07-09T17:25:00+00:00
743,A6-EGF,A6-EGF,A6-EGF,False,False,UAE331,B77W,WB,MNL,DXB,2026-07-09T19:25:00+00:00,2026-07-10T04:05:00+00:00,0,2026-07-09T19:25:00+00:00,2026-07-10T04:05:00+00:00
744,A6-EGF,A6-EGF,A6-EGF,False,False,UAE358,B77W,WB,DXB,CGK,2026-07-10T06:50:00+00:00,2026-07-10T15:25:00+00:00,0,2026-07-10T06:50:00+00:00,2026-07-10T15:25:00+00:00
745,A6-EGF,A6-EGF,A6-EGF,False,False,UAE359,B77W,WB,CGK,DXB,2026-07-10T17:45:00+00:00,2026-07-11T01:30:00+00:00,0,2026-07-10T17:45:00+00:00,2026-07-11T01:30:00+00:00
746,A6-ENA,A6-EGF,A6-ENA,True,False,UAE793,B77W,WB,DXB,NBJ,2026-07-11T05:45:00+00:00,2026-07-11T13:30:00+00:00,0,2026-07-11T05:45:00+00:00,2026-07-11T13:30:00+00:00
747,A6-ENA,A6-EGF,A6-ENA,True,False,UAE794,B77W,WB,NBJ,DXB,2026-07-11T17:25:00+00:00,2026-07-12T01:15:00+00:00,0,2026-07-11T17:25:00+00:00,2026-07-12T01:15:00+00:00
748,A6-EQC,A6-EGF,A6-EQC,True,False,UAE921,B77W,WB,DXB,CAI,2026-07-12T08:00:00+00:00,2026-07-12T11:50:00+00:00,0,2026-07-12T08:00:00+00:00,2026-07-12T11:50:00+00:00
749,A6-EGM,A6-EGF,A6-EGM,True,False,UAE922,B77W,WB,CAI,DXB,2026-07-12T14:35:00+00:00,2026-07-12T18:00:00+00:00,0,2026-07-12T14:35:00+00:00,2026-07-12T18:00:00+00:00
750,A6-EGG,A6-EGG,A6-EGG,False,False,UAE511,B77W,WB,DEL,DXB,2026-07-06T05:30:00+00:00,2026-07-06T09:00:00+00:00,0,2026-07-06T05:30:00+00:00,2026-07-06T09:00:00+00:00
751,A6-ECZ,A6-EGG,A6-ECZ,True,False,UAE584,B77W,WB,DXB,DAC,2026-07-06T12:45:00+00:00,2026-07-06T17:20:00+00:00,0,2026-07-06T12:45:00+00:00,2026-07-06T17:20:00+00:00
752,A6-EGG,A6-EGG,A6-EGG,False,False,UAE585,B77W,WB,DAC,DXB,2026-07-06T19:40:00+00:00,2026-07-07T00:30:00+00:00,0,2026-07-06T19:40:00+00:00,2026-07-07T00:30:00+00:00
753,A6-EGG,A6-EGG,A6-EGG,False,False,UAE111,B77W,WB,DXB,BUD,2026-07-07T05:50:00+00:00,2026-07-07T11:55:00+00:00,15,2026-07-07T06:05:00+00:00,2026-07-07T12:10:00+00:00
754,A6-EGG,A6-EGG,A6-EGG,False,False,UAE112,B77W,WB,BUD,DXB,2026-07-07T14:05:00+00:00,2026-07-07T19:40:00+00:00,15,2026-07-07T14:20:00+00:00,2026-07-07T19:55:00+00:00
755,A6-EGG,A6-EGG,A6-EGG,False,False,UAE378,B77W,WB,DXB,HKT,2026-07-07T22:30:00+00:00,2026-07-08T05:00:00+00:00,0,2026-07-07T22:30:00+00:00,2026-07-08T05:00:00+00:00
756,A6-EGG,A6-EGG,A6-EGG,False,False,UAE379,B77W,WB,HKT,DXB,2026-07-08T12:55:00+00:00,2026-07-08T19:00:00+00:00,0,2026-07-08T12:55:00+00:00,2026-07-08T19:00:00+00:00
757,A6-EPP,A6-EGG,A6-EPP,True,False,UAE512,B77W,WB,DXB,DEL,2026-07-09T17:30:00+00:00,2026-07-09T20:55:00+00:00,-5,2026-07-09T17:25:00+00:00,2026-07-09T20:50:00+00:00
758,A6-EGG,A6-EGG,A6-EGG,False,False,UAE513,B77W,WB,DEL,DXB,2026-07-09T22:55:00+00:00,2026-07-10T02:25:00+00:00,-5,2026-07-09T22:50:00+00:00,2026-07-10T02:20:00+00:00
759,A6-EGG,A6-EGG,A6-EGG,False,False,UAE957,B77W,WB,DXB,BEY,2026-07-10T05:05:00+00:00,2026-07-10T08:55:00+00:00,0,2026-07-10T05:05:00+00:00,2026-07-10T08:55:00+00:00
760,A6-EGG,A6-EGG,A6-EGG,False,False,UAE958,B77W,WB,BEY,DXB,2026-07-10T10:30:00+00:00,2026-07-10T14:30:00+00:00,0,2026-07-10T10:30:00+00:00,2026-07-10T14:30:00+00:00
761,A6-ENC,A6-EGG,A6-ENC,True,False,UAE522,B77W,WB,DXB,TRV,2026-07-10T17:25:00+00:00,2026-07-10T21:40:00+00:00,0,2026-07-10T17:25:00+00:00,2026-07-10T21:40:00+00:00
