label,tf,day_idx,dow,time_utc,contact_capacity,contact_demand,contact_served
final,455,1,Tue,13:55,66,10,7
final,456,1,Tue,14:00,66,10,7
final,457,1,Tue,14:05,66,10,7
final,458,1,Tue,14:10,66,10,7
final,459,1,Tue,14:15,66,10,7
final,460,1,Tue,14:20,66,10,7
final,461,1,Tue,14:25,66,11,8
final,462,1,Tue,14:30,66,12,9
final,463,1,Tue,14:35,66,12,9
final,464,1,Tue,14:40,66,12,9
final,465,1,Tue,14:45,66,12,9
final,466,1,Tue,14:50,66,12,9
final,467,1,Tue,14:55,66,12,9
final,468,1,Tue,15:00,66,11,8
final,469,1,Tue,15:05,66,11,8
final,470,1,Tue,15:10,66,11,8
final,471,1,Tue,15:15,66,12,9
final,472,1,Tue,15:20,66,12,9
final,473,1,Tue,15:25,66,14,11
final,474,1,Tue,15:30,66,14,11
final,475,1,Tue,15:35,66,16,13
final,476,1,Tue,15:40,66,16,13
final,477,1,Tue,15:45,66,16,13
final,478,1,Tue,15:50,66,16,13
final,479,1,Tue,15:55,66,16,14
final,480,1,Tue,16:00,66,20,18
final,481,1,Tue,16:05,66,20,18
final,482,1,Tue,16:10,66,22,20
final,483,1,Tue,16:15,66,23,21
final,484,1,Tue,16:20,66,25,23
final,485,1,Tue,16:25,66,26,24
final,486,1,Tue,16:30,66,26,24
final,487,1,Tue,16:35,66,26,24
final,488,1,Tue,16:40,66,27,26
final,489,1,Tue,16:45,66,27,26
final,490,1,Tue,16:50,66,26,26
final,491,1,Tue,16:55,66,24,24
final,492,1,Tue,17:00,66,23,23
final,493,1,Tue,17:05,66,23,23
final,494,1,Tue,17:10,66,23,23
final,495,1,Tue,17:15,66,22,22
final,496,1,Tue,17:20,66,22,22
final,497,1,Tue,17:25,66,20,20
final,498,1,Tue,17:30,66,19,19
final,499,1,Tue,17:35,66,19,19
final,500,1,Tue,17:40,66,15,14
final,501,1,Tue,17:45,66,15,14
final,502,1,Tue,17:50,66,15,14
final,503,1,Tue,17:55,66,14,13
final,504,1,Tue,18:00,66,15,14
final,505,1,Tue,18:05,66,15,14
final,506,1,Tue,18:10,66,16,15
final,507,1,Tue,18:15,66,16,15
final,508,1,Tue,18:20,66,16,15
final,509,1,Tue,18:25,66,16,15
final,510,1,Tue,18:30,66,17,16
final,511,1,Tue,18:35,66,17,16
final,512,1,Tue,18:40,66,18,17
final,513,1,Tue,18:45,66,19,18
final,514,1,Tue,18:50,66,19,18
final,515,1,Tue,18:55,66,19,18
final,516,1,Tue,19:00,66,24,23
final,517,1,Tue,19:05,66,25,24
