arc_idx,assigned_registration,outbound_assigned_registration,inbound_orig_reg,outbound_orig_reg,tail_swap,aircraft_type,body_type,inbound_ident,outbound_ident,arr,dep,ground_min,is_long_towed,stand
1,A6-EBR,A6-EBR,A6-EBR,A6-EBR,False,B77W,WB,UAE722,UAE793,2026-07-07T00:50:00+00:00,2026-07-07T05:45:00+00:00,295.0,False,Contact
3,A6-EBR,A6-EBR,A6-EBR,A6-EBR,False,B77W,WB,UAE794,UAE247,2026-07-08T01:15:00+00:00,2026-07-08T03:40:00+00:00,145.0,False,Contact
8,A6-EBR,A6-EQB,A6-EBR,A6-EBR,False,B773,WB,UAE132,UAE416,2026-07-11T03:05:00+00:00,2026-07-11T17:40:00+00:00,875.0,True,Large
10,A6-EBU,A6-EBU,A6-EBU,A6-EBU,False,B77W,WB,UAE773,UAE11,2026-07-06T20:35:00+00:00,2026-07-06T22:35:00+00:00,120.0,False,Contact
12,A6-EBU,A6-EBU,A6-EBU,A6-EBU,False,B77W,WB,UAE12,UAE348,2026-07-07T16:00:00+00:00,2026-07-07T22:20:00+00:00,380.0,False,Contact
16,A6-EBU,A6-EBU,A6-EBU,A6-EBU,False,B77W,WB,UAE349,UAE506,2026-07-09T00:50:00+00:00,2026-07-09T05:30:00+00:00,280.0,False,Contact
18,A6-EBU,A6-EBU,A6-EBU,A6-EBU,False,B77W,WB,UAE507,UAE416,2026-07-09T13:35:00+00:00,2026-07-09T17:40:00+00:00,245.0,False,Contact
20,A6-EBU,A6-EBU,A6-EBU,A6-EBU,False,B77W,WB,UAE417,UAE797,2026-07-11T00:30:00+00:00,2026-07-11T03:50:00+00:00,200.0,False,Contact
23,A6-EBU,A6-EBU,A6-EBU,A6-EBU,False,B77W,WB,UAE797,UAE793,2026-07-12T03:40:00+00:00,2026-07-12T05:45:00+00:00,125.0,False,Contact
26,A6-EBY,A6-EBY,A6-EBY,A6-EBY,False,B77W,WB,UAE331,UAE584,2026-07-07T04:05:00+00:00,2026-07-07T12:45:00+00:00,520.0,False,Contact
28,A6-EBY,A6-EBY,A6-EBY,A6-EBY,False,B77W,WB,UAE585,UAE783,2026-07-08T00:30:00+00:00,2026-07-08T06:15:00+00:00,345.0,False,Contact
30,A6-EBY,A6-EBY,A6-EBY,A6-EBY,False,B77W,WB,UAE784,UAE308,2026-07-09T00:45:00+00:00,2026-07-09T06:40:00+00:00,355.0,False,Contact
32,A6-EBY,A6-EBY,A6-EBY,A6-EBY,False,B77W,WB,UAE309,UAE57,2026-07-10T07:35:00+00:00,2026-07-10T10:25:00+00:00,170.0,False,Contact
34,A6-EBY,A6-EBY,A6-EBY,A6-EBY,False,B77W,WB,UAE58,UAE111,2026-07-11T02:00:00+00:00,2026-07-11T05:50:00+00:00,230.0,False,Contact
36,A6-EBY,A6-EBY,A6-EBY,A6-EBY,False,B77W,WB,UAE112,UAE332,2026-07-11T19:40:00+00:00,2026-07-11T23:10:00+00:00,210.0,False,Contact
39,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE112,UAE530,2026-07-06T19:40:00+00:00,2026-07-06T23:20:00+00:00,220.0,False,Contact
41,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE531,UAE131,2026-07-07T08:55:00+00:00,2026-07-07T10:45:00+00:00,110.0,False,Contact
43,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE132,UAE131,2026-07-08T03:05:00+00:00,2026-07-08T10:45:00+00:00,460.0,False,Large
45,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE132,*ECF,2026-07-09T03:05:00+00:00,2026-07-09T04:35:00+00:00,90.0,False,Contact
46,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,*ECF,UAE314,2026-07-10T16:00:00+00:00,2026-07-10T17:00:00+00:00,60.0,False,Contact
48,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE315,UAE821,2026-07-11T09:45:00+00:00,2026-07-11T16:50:00+00:00,425.0,False,Contact
50,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE822,UAE929,2026-07-11T21:00:00+00:00,2026-07-12T00:00:00+00:00,180.0,False,Contact
52,A6-ECF,A6-ECF,A6-ECF,A6-ECF,False,B77W,WB,UAE930,UAE131,2026-07-12T08:55:00+00:00,2026-07-12T10:45:00+00:00,110.0,False,Contact
55,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE180,UAE348,2026-07-06T19:20:00+00:00,2026-07-06T22:20:00+00:00,180.0,False,Contact
59,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE349,UAE725,2026-07-08T00:50:00+00:00,2026-07-08T05:25:00+00:00,275.0,False,Contact
61,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE726,UAE564,2026-07-08T17:50:00+00:00,2026-07-08T23:20:00+00:00,330.0,False,Contact
63,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE565,UAE131,2026-07-09T08:45:00+00:00,2026-07-09T10:35:00+00:00,110.0,False,Contact
65,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE132,UAE506,2026-07-10T03:05:00+00:00,2026-07-10T05:30:00+00:00,145.0,False,Large
67,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE507,UAE416,2026-07-10T13:35:00+00:00,2026-07-10T17:40:00+00:00,245.0,False,Contact
69,A6-ECG,A6-ECG,A6-ECG,A6-ECG,False,B77W,WB,UAE417,UAE795,2026-07-12T00:30:00+00:00,2026-07-12T03:50:00+00:00,200.0,False,Large
73,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE248,UAE564,2026-07-06T20:35:00+00:00,2026-07-06T23:20:00+00:00,165.0,False,Contact
75,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE565,UAE314,2026-07-07T08:45:00+00:00,2026-07-07T17:00:00+00:00,495.0,False,Contact
77,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE315,UAE508,2026-07-08T09:45:00+00:00,2026-07-08T12:00:00+00:00,135.0,False,Contact
79,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE509,UAE231,2026-07-08T19:59:00+00:00,2026-07-08T22:00:00+00:00,121.0,False,Contact
81,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE232,UAE308,2026-07-10T04:15:00+00:00,2026-07-10T06:40:00+00:00,145.0,False,Contact
83,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE309,UAE566,2026-07-11T07:35:00+00:00,2026-07-11T09:45:00+00:00,130.0,False,Contact
85,A6-ECH,A6-ECH,A6-ECH,A6-ECH,False,B77W,WB,UAE567,UAE231,2026-07-11T19:20:00+00:00,2026-07-11T22:20:00+00:00,180.0,False,Contact
88,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE309,UAE566,2026-07-07T07:35:00+00:00,2026-07-07T09:45:00+00:00,130.0,False,Contact
90,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE567,UAE582,2026-07-07T19:20:00+00:00,2026-07-07T22:00:00+00:00,160.0,False,Contact
92,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE583,UAE721,2026-07-08T09:00:00+00:00,2026-07-08T11:55:00+00:00,175.0,False,Contact
94,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE722,UAE797,2026-07-09T00:50:00+00:00,2026-07-09T03:50:00+00:00,180.0,False,Large
97,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE797,UAE111,2026-07-10T03:40:00+00:00,2026-07-10T05:50:00+00:00,130.0,False,Contact
99,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE112,UAE231,2026-07-10T19:40:00+00:00,2026-07-10T22:20:00+00:00,160.0,False,Contact
101,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE232,UAE506,2026-07-12T04:15:00+00:00,2026-07-12T05:30:00+00:00,75.0,False,Contact
103,A6-ECI,A6-ECI,A6-ECI,A6-ECI,False,B77W,WB,UAE507,UAE314,2026-07-12T13:35:00+00:00,2026-07-12T17:00:00+00:00,205.0,False,Contact
104,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE232,UAE358,2026-07-07T04:15:00+00:00,2026-07-07T06:50:00+00:00,155.0,False,Contact
106,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE359,UAE566,2026-07-08T01:30:00+00:00,2026-07-08T09:45:00+00:00,495.0,False,Large
108,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE567,UAE348,2026-07-08T19:20:00+00:00,2026-07-08T22:20:00+00:00,180.0,False,Contact
112,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE349,UAE135,2026-07-10T00:50:00+00:00,2026-07-10T05:05:00+00:00,255.0,False,Contact
114,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE136,UAE530,2026-07-10T19:30:00+00:00,2026-07-10T23:20:00+00:00,230.0,False,Contact
116,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE531,UAE149,2026-07-11T08:55:00+00:00,2026-07-11T10:35:00+00:00,100.0,False,Contact
118,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE150,UAE957,2026-07-12T02:55:00+00:00,2026-07-12T05:05:00+00:00,130.0,False,Large
120,A6-ECJ,A6-ECJ,A6-ECJ,A6-ECJ,False,B77W,WB,UAE958,UAE618,2026-07-12T14:30:00+00:00,2026-07-12T16:55:00+00:00,145.0,False,Contact
123,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE132,UAE506,2026-07-07T03:05:00+00:00,2026-07-07T05:30:00+00:00,145.0,False,Large
125,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE507,UAE564,2026-07-07T13:35:00+00:00,2026-07-07T23:20:00+00:00,585.0,True,Towed
127,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE565,UAE175,2026-07-08T08:45:00+00:00,2026-07-08T10:30:00+00:00,105.0,False,Contact
129,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE176,UAE57,2026-07-09T03:35:00+00:00,2026-07-09T10:00:00+00:00,385.0,False,Contact
131,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE58,UAE175,2026-07-10T02:00:00+00:00,2026-07-10T10:30:00+00:00,510.0,False,Contact
133,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE176,UAE131,2026-07-11T03:35:00+00:00,2026-07-11T10:45:00+00:00,430.0,False,Contact
135,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B773,WB,UAE132,UAE572,2026-07-12T03:05:00+00:00,2026-07-12T09:05:00+00:00,360.0,False,Large
137,A6-ECK,A6-ECK,A6-ECK,A6-ECK,False,B77W,WB,UAE573,UAE564,2026-07-12T20:05:00+00:00,2026-07-12T23:20:00+00:00,195.0,False,Contact
138,A6-ECM,A6-ECM,A6-ECM,A6-ECM,False,B77W,WB,UAE417,*ECM,2026-07-07T00:30:00+00:00,2026-07-07T02:00:00+00:00,90.0,False,Contact
139,A6-ECM,A6-ECM,A6-ECM,A6-ECM,False,B77W,WB,*ECM,UAE719,2026-07-09T05:30:00+00:00,2026-07-09T06:30:00+00:00,60.0,False,Contact
141,A6-ECM,A6-ECM,A6-ECM,A6-ECM,False,B77W,WB,UAE720,*ECM,2026-07-09T18:40:00+00:00,2026-07-09T20:10:00+00:00,90.0,False,Contact
142,A6-ECM,A6-ECM,A6-ECM,A6-ECM,False,B77W,WB,*ECM,UAE231,2026-07-12T19:55:00+00:00,2026-07-12T22:20:00+00:00,145.0,False,Contact
144,A6-ECO,A6-ECO,A6-ECO,A6-ECO,False,B77W,WB,UAE58,UAE725,2026-07-07T02:00:00+00:00,2026-07-07T05:25:00+00:00,205.0,False,Large
146,A6-ECO,A6-ECO,A6-ECO,A6-ECO,False,B77W,WB,UAE726,UAE11,2026-07-07T17:50:00+00:00,2026-07-07T22:35:00+00:00,285.0,False,Contact
148,A6-ECO,A6-ECO,A6-ECO,A6-ECO,False,B77W,WB,UAE12,UAE416,2026-07-08T16:00:00+00:00,2026-07-08T17:40:00+00:00,100.0,False,Contact
150,A6-ECO,A6-ECO,A6-ECO,A6-ECO,False,B77W,WB,UAE417,UAE566,2026-07-10T00:30:00+00:00,2026-07-10T09:45:00+00:00,555.0,False,Contact
152,A6-ECO,A6-ECO,A6-ECO,A6-ECO,False,B77W,WB,UAE567,UAE57,2026-07-10T19:20:00+00:00,2026-07-11T10:25:00+00:00,905.0,True,Towed
154,A6-ECO,A6-ECO,A6-ECO,A6-ECO,False,B77W,WB,UAE58,UAE719,2026-07-12T02:00:00+00:00,2026-07-12T06:30:00+00:00,270.0,False,Large
157,A6-ECQ,A6-ECQ,A6-ECQ,A6-ECQ,False,B77W,WB,UAE784,UAE308,2026-07-07T00:45:00+00:00,2026-07-07T06:40:00+00:00,355.0,False,Contact
159,A6-ECQ,A6-ECQ,A6-ECQ,A6-ECQ,False,B77W,WB,UAE309,UAE57,2026-07-08T07:35:00+00:00,2026-07-08T10:25:00+00:00,170.0,False,Contact
161,A6-ECQ,A6-ECQ,A6-ECQ,A6-ECQ,False,B77W,WB,UAE58,UAE793,2026-07-09T02:00:00+00:00,2026-07-09T05:45:00+00:00,225.0,False,Large
163,A6-ECQ,A6-ECQ,A6-ECQ,A6-ECQ,False,B77W,WB,UAE794,UAE344,2026-07-10T01:15:00+00:00,2026-07-10T17:15:00+00:00,960.0,True,Towed
165,A6-ECQ,A6-ECQ,A6-ECQ,A6-ECQ,False,B77W,WB,UAE345,UAE508,2026-07-11T09:10:00+00:00,2026-07-11T12:00:00+00:00,170.0,False,Contact
167,A6-ECQ,A6-ECQ,A6-ECQ,A6-ECQ,False,B77W,WB,UAE509,UAE348,2026-07-11T19:59:00+00:00,2026-07-11T22:20:00+00:00,141.0,False,Contact
174,A6-ECR,A6-ECR,A6-ECR,A6-ECR,False,B77W,WB,UAE248,UAE358,2026-07-07T20:30:00+00:00,2026-07-08T06:50:00+00:00,620.0,True,Towed
176,A6-ECR,A6-ECR,A6-ECR,A6-ECR,False,B77W,WB,UAE359,UAE783,2026-07-09T01:30:00+00:00,2026-07-09T06:15:00+00:00,285.0,False,Large
178,A6-ECR,A6-ECR,A6-ECR,A6-ECR,False,B77W,WB,UAE784,UAE795,2026-07-10T00:45:00+00:00,2026-07-10T03:50:00+00:00,185.0,False,Large
181,A6-ECR,A6-ECR,A6-ECR,A6-ECR,False,B77W,WB,UAE795,UAE506,2026-07-11T03:40:00+00:00,2026-07-11T05:30:00+00:00,110.0,False,Contact
183,A6-ECR,A6-ECR,A6-ECR,A6-ECR,False,B77W,WB,UAE507,UAE532,2026-07-11T13:35:00+00:00,2026-07-11T17:25:00+00:00,230.0,False,Contact
185,A6-ECR,A6-ECR,A6-ECR,A6-ECR,False,B77W,WB,UAE533,UAE308,2026-07-12T02:50:00+00:00,2026-07-12T06:40:00+00:00,230.0,False,Contact
188,A6-ECS,A6-ECS,A6-ECS,A6-ECS,False,B77W,WB,UAE567,UAE231,2026-07-06T19:20:00+00:00,2026-07-06T22:00:00+00:00,160.0,False,Contact
190,A6-ECS,A6-ECS,A6-ECS,A6-ECS,False,B77W,WB,UAE232,UAE308,2026-07-08T04:15:00+00:00,2026-07-08T06:40:00+00:00,145.0,False,Contact
192,A6-ECS,A6-ECS,A6-ECS,A6-ECS,False,B77W,WB,UAE309,UAE566,2026-07-09T07:35:00+00:00,2026-07-09T09:45:00+00:00,130.0,False,Contact
194,A6-ECS,A6-ECS,A6-ECS,A6-ECS,False,B77W,WB,UAE567,UAE231,2026-07-09T19:20:00+00:00,2026-07-09T22:00:00+00:00,160.0,False,Contact
196,A6-ECS,A6-ECS,A6-ECS,A6-ECS,False,B77W,WB,UAE232,UAE921,2026-07-11T04:15:00+00:00,2026-07-11T08:00:00+00:00,225.0,False,Contact
198,A6-ECS,A6-ECS,A6-ECS,A6-ECS,False,B77W,WB,UAE922,UAE135,2026-07-11T18:00:00+00:00,2026-07-12T05:05:00+00:00,665.0,True,Towed
201,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE776,UAE797,2026-07-07T01:00:00+00:00,2026-07-07T03:50:00+00:00,170.0,False,Contact
204,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE797,UAE111,2026-07-08T03:40:00+00:00,2026-07-08T05:50:00+00:00,130.0,False,Contact
206,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE112,UAE332,2026-07-08T19:40:00+00:00,2026-07-08T23:10:00+00:00,210.0,False,Contact
208,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE333,UAE582,2026-07-09T19:00:00+00:00,2026-07-09T22:00:00+00:00,180.0,False,Contact
210,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE583,UAE721,2026-07-10T09:00:00+00:00,2026-07-10T11:55:00+00:00,175.0,False,Contact
212,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE722,UAE330,2026-07-11T00:50:00+00:00,2026-07-11T08:20:00+00:00,450.0,False,Contact
214,A6-ECU,A6-ECU,A6-ECU,A6-ECU,False,B77W,WB,UAE331,UAE783,2026-07-12T04:05:00+00:00,2026-07-12T06:15:00+00:00,130.0,False,Contact
217,A6-ECV,A6-ECV,A6-ECV,A6-ECV,False,B77W,WB,UAE417,*ECV,2026-07-08T00:30:00+00:00,2026-07-08T02:00:00+00:00,90.0,False,Contact
218,A6-ECV,A6-ECV,A6-ECV,A6-ECV,False,B77W,WB,*ECV,UAE121,2026-07-09T08:55:00+00:00,2026-07-09T09:55:00+00:00,60.0,False,Contact
220,A6-ECV,A6-ECV,A6-ECV,A6-ECV,False,B77W,WB,UAE122,*ECV,2026-07-09T21:10:00+00:00,2026-07-09T22:40:00+00:00,90.0,False,Contact
221,A6-ECV,A6-ECV,A6-ECV,A6-ECV,False,B77W,WB,*ECV,UAE308,2026-07-11T05:40:00+00:00,2026-07-11T06:40:00+00:00,60.0,False,Contact
223,A6-ECV,A6-ECV,A6-ECV,A6-ECV,False,B77W,WB,UAE309,UAE175,2026-07-12T07:35:00+00:00,2026-07-12T10:30:00+00:00,175.0,False,Contact
226,A6-ECW,A6-ECW,A6-ECW,A6-ECW,False,B77W,WB,UAE60,UAE508,2026-07-06T20:05:00+00:00,2026-07-07T12:00:00+00:00,955.0,True,Towed
228,A6-ECW,A6-ECW,A6-ECW,A6-ECW,False,B77W,WB,UAE509,UAE231,2026-07-07T19:59:00+00:00,2026-07-07T22:00:00+00:00,121.0,False,Contact
230,A6-ECW,A6-ECW,A6-ECW,A6-ECW,False,B77W,WB,UAE232,UAE358,2026-07-09T04:15:00+00:00,2026-07-09T06:50:00+00:00,155.0,False,Contact
232,A6-ECW,A6-ECW,A6-ECW,A6-ECW,False,B77W,WB,UAE359,UAE775,2026-07-10T01:30:00+00:00,2026-07-10T06:15:00+00:00,285.0,False,Contact
234,A6-ECW,A6-ECW,A6-ECW,A6-ECW,False,B77W,WB,UAE776,UAE247,2026-07-11T01:00:00+00:00,2026-07-11T04:05:00+00:00,185.0,False,Contact
238,A6-ECW,A6-ECW,A6-ECW,A6-ECW,False,B77W,WB,UAE248,UAE348,2026-07-12T20:30:00+00:00,2026-07-12T22:20:00+00:00,110.0,False,Contact
240,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE533,UAE135,2026-07-07T02:50:00+00:00,2026-07-07T05:05:00+00:00,135.0,False,Contact
242,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE136,UAE332,2026-07-07T19:30:00+00:00,2026-07-07T23:10:00+00:00,220.0,False,Contact
244,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE333,*ECX,2026-07-08T19:00:00+00:00,2026-07-08T20:30:00+00:00,90.0,False,Contact
245,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,*ECX,UAE394,2026-07-09T22:30:00+00:00,2026-07-09T23:30:00+00:00,60.0,False,Contact
247,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE395,UAE157,2026-07-11T01:05:00+00:00,2026-07-11T04:45:00+00:00,220.0,False,Contact
249,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE158,UAE582,2026-07-11T20:30:00+00:00,2026-07-11T22:00:00+00:00,90.0,False,Contact
251,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE583,UAE839,2026-07-12T09:00:00+00:00,2026-07-12T12:00:00+00:00,180.0,False,Contact
253,A6-ECX,A6-ECX,A6-ECX,A6-ECX,False,B77W,WB,UAE840,UAE767,2026-07-12T16:00:00+00:00,2026-07-12T19:20:00+00:00,200.0,False,Contact
255,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE357,UAE807,2026-07-06T18:30:00+00:00,2026-07-06T21:15:00+00:00,165.0,False,Contact
257,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE808,UAE921,2026-07-07T04:15:00+00:00,2026-07-07T08:00:00+00:00,225.0,False,Contact
259,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE922,UAE929,2026-07-07T18:00:00+00:00,2026-07-08T00:00:00+00:00,360.0,False,Contact
261,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE930,UAE542,2026-07-08T08:55:00+00:00,2026-07-08T17:00:00+00:00,485.0,False,Contact
263,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE543,UAE586,2026-07-09T02:40:00+00:00,2026-07-09T06:35:00+00:00,235.0,False,Contact
265,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE587,UAE356,2026-07-09T18:30:00+00:00,2026-07-10T00:05:00+00:00,335.0,False,Contact
267,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE357,UAE11,2026-07-10T18:30:00+00:00,2026-07-10T22:35:00+00:00,245.0,False,Contact
269,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE12,UAE524,2026-07-11T16:00:00+00:00,2026-07-11T17:50:00+00:00,110.0,False,Contact
271,A6-ECY,A6-ECY,A6-ECY,A6-ECY,False,B77W,WB,UAE525,UAE334,2026-07-12T02:45:00+00:00,2026-07-12T05:10:00+00:00,145.0,False,Contact
274,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE601,UAE336,2026-07-06T09:20:00+00:00,2026-07-06T13:00:00+00:00,220.0,False,Contact
276,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE337,UAE542,2026-07-07T08:15:00+00:00,2026-07-07T17:00:00+00:00,525.0,False,Contact
278,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE543,UAE370,2026-07-08T02:40:00+00:00,2026-07-08T05:00:00+00:00,140.0,False,Contact
282,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE371,UAE584,2026-07-09T02:50:00+00:00,2026-07-09T12:45:00+00:00,595.0,True,Contact
284,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE585,UAE21,2026-07-10T00:30:00+00:00,2026-07-10T23:00:00+00:00,1350.0,True,Towed
286,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE22,UAE542,2026-07-11T16:10:00+00:00,2026-07-11T17:00:00+00:00,50.0,False,Contact
288,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE543,UAE139,2026-07-12T02:40:00+00:00,2026-07-12T04:35:00+00:00,115.0,False,Large
290,A6-ECZ,A6-ECZ,A6-ECZ,A6-ECZ,False,B77W,WB,UAE140,UAE21,2026-07-12T20:20:00+00:00,2026-07-12T23:00:00+00:00,160.0,False,Contact
292,A6-EDF,A6-EDF,A6-EDF,A6-EDF,False,A388,WB,UAE804,UAE384,2026-07-06T20:10:00+00:00,2026-07-06T22:50:00+00:00,160.0,False,Contact
296,A6-EDF,A6-EDF,A6-EDF,A6-EDF,False,A388,WB,UAE385,UAE9,2026-07-08T00:40:00+00:00,2026-07-08T11:00:00+00:00,620.0,True,Towed
298,A6-EDF,A6-EDF,A6-EDF,A6-EDF,False,A388,WB,UAE10,UAE123,2026-07-09T03:55:00+00:00,2026-07-09T06:25:00+00:00,150.0,False,Contact
300,A6-EDF,A6-EDF,A6-EDF,A6-EDF,False,A388,WB,UAE124,UAE302,2026-07-09T18:25:00+00:00,2026-07-09T22:50:00+00:00,265.0,False,Contact
302,A6-EDF,A6-EDF,A6-EDF,A6-EDF,False,A388,WB,UAE303,UAE45,2026-07-11T00:45:00+00:00,2026-07-11T04:25:00+00:00,220.0,False,Contact
304,A6-EDF,A6-EDF,A6-EDF,A6-EDF,False,A388,WB,UAE46,UAE751,2026-07-11T19:45:00+00:00,2026-07-12T03:25:00+00:00,460.0,False,Contact
306,A6-EDK,A6-EDK,A6-EDK,A6-EDK,False,A388,WB,UAE303,UAE127,2026-07-07T00:45:00+00:00,2026-07-07T04:55:00+00:00,250.0,False,Contact
308,A6-EDK,A6-EDK,A6-EDK,A6-EDK,False,A388,WB,UAE128,UAE127,2026-07-07T19:25:00+00:00,2026-07-08T04:55:00+00:00,570.0,True,Towed
310,A6-EDK,A6-EDK,A6-EDK,A6-EDK,False,A388,WB,UAE128,UAE703,2026-07-08T19:25:00+00:00,2026-07-09T06:35:00+00:00,670.0,True,Towed
312,A6-EDK,A6-EDK,A6-EDK,A6-EDK,False,A388,WB,UAE704,UAE75,2026-07-10T00:25:00+00:00,2026-07-10T10:40:00+00:00,615.0,True,Towed
314,A6-EDK,A6-EDK,A6-EDK,A6-EDK,False,A388,WB,UAE76,UAE29,2026-07-11T02:50:00+00:00,2026-07-11T05:40:00+00:00,170.0,False,Contact
316,A6-EDK,A6-EDK,A6-EDK,A6-EDK,False,A388,WB,UAE30,UAE9,2026-07-11T23:00:00+00:00,2026-07-12T11:00:00+00:00,720.0,True,Towed
319,A6-EDM,A6-EDM,A6-EDM,A6-EDM,False,A388,WB,UAE76,UAE29,2026-07-07T02:50:00+00:00,2026-07-07T05:40:00+00:00,170.0,False,Contact
321,A6-EDM,A6-EDM,A6-EDM,A6-EDM,False,A388,WB,UAE30,UAE803,2026-07-07T23:00:00+00:00,2026-07-08T11:45:00+00:00,765.0,True,Towed
323,A6-EDM,A6-EDM,A6-EDM,A6-EDM,False,A388,WB,UAE804,UAE71,2026-07-08T20:10:00+00:00,2026-07-09T00:00:00+00:00,230.0,False,Contact
325,A6-EDM,A6-EDM,A6-EDM,A6-EDM,False,A388,WB,UAE72,UAE141,2026-07-09T16:20:00+00:00,2026-07-10T03:45:00+00:00,685.0,True,Towed
